,orgunitlevel4,supply
867,Junda Ward,0.0
868,Mtopanga Ward,0.0
869,Junda Ward,0.0
870,Mtopanga Ward,0.0
871,Shanzu Ward,0.0
872,Mtopanga Ward,0.0
873,Shanzu Ward,0.0
874,Mjambere Ward,0.0
875,Mtopanga Ward,0.0
876,Mtopanga Ward,0.0
877,Mtopanga Ward,0.0
878,Bamburi Ward,0.0
879,Mtopanga Ward,0.0
880,Mtopanga Ward,0.0
881,Junda Ward,0.0
882,Mtopanga Ward,0.0
883,Mjambere Ward,0.0
884,Mtopanga Ward,0.0
885,Magogoni Ward,0.0
886,Shanzu Ward,0.0
887,Mtopanga Ward,0.0
888,Junda Ward,0.0
889,Bamburi Ward,0.0
890,Bamburi Ward,0.0
891,Bamburi Ward,0.0
892,Bamburi Ward,0.0
893,Junda Ward,0.0
894,Shanzu Ward,0.0
895,Mwakirunge Ward,0.0
896,Mwakirunge Ward,0.0
897,Mjambere Ward,0.0
898,Magogoni Ward,0.0
899,Magogoni Ward,0.0
900,Mtopanga Ward,0.0
901,Mtopanga Ward,7.0
902,Mwakirunge Ward,0.0
903,Shanzu Ward,0.0
904,Bamburi Ward,0.0
905,Mtopanga Ward,0.0
906,Junda Ward,0.0
907,Magogoni Ward,0.0
908,Mjambere Ward,0.0
909,Bamburi Ward,0.0
910,Shanzu Ward,0.0
911,Mjambere Ward,0.0
912,Mjambere Ward,0.0
913,Shanzu Ward,0.0
914,Shanzu Ward,0.0
915,Shanzu Ward,0.0
916,Shanzu Ward,0.0
917,Shanzu Ward,0.0
918,Shanzu Ward,0.0
919,Mjambere Ward,0.0
920,Mjambere Ward,0.0
921,Shanzu Ward,0.0
922,Shanzu Ward,0.0
923,Shanzu Ward,0.0
924,Shanzu Ward,0.0
925,Shanzu Ward,0.0
926,Shanzu Ward,0.0
927,Junda Ward,0.0
928,Shanzu Ward,0.0
929,Shanzu Ward,0.0
930,Market Milimani Ward,0.0
931,Railways Ward,0.0
932,Market Milimani Ward,0.0
933,Market Milimani Ward,0.0
934,Market Milimani Ward,0.0
935,Railways Ward,0.0
936,Market Milimani Ward,0.0
937,Railways Ward,6.0
938,Kondele Ward,0.0
939,Market Milimani Ward,0.0
940,Market Milimani Ward,0.0
941,Kondele Ward,0.0
942,Kondele Ward,0.0
943,Kondele Ward,0.0
944,Nyalenda B Ward,0.0
945,Kondele Ward,0.0
946,Kondele Ward,0.0
947,Nyalenda B Ward,0.0
948,Nyalenda B Ward,1.0
949,Shauri Moyo Kaloleni Ward,0.0
950,Market Milimani Ward,0.0
951,Nyalenda B Ward,0.0
952,Market Milimani Ward,0.0
953,Nyalenda B Ward,0.0
954,Railways Ward,0.0
955,Nyalenda B Ward,0.0
956,Market Milimani Ward,9.0
957,Market Milimani Ward,293.0
958,Kondele Ward,1477.0
959,Railways Ward,0.0
960,Kondele Ward,0.0
961,Market Milimani Ward,796.0
962,Market Milimani Ward,0.0
963,Kondele Ward,0.0
964,Kondele Ward,0.0
965,Shauri Moyo Kaloleni Ward,0.0
966,Market Milimani Ward,0.0
967,Shauri Moyo Kaloleni Ward,0.0
968,Kondele Ward,0.0
969,Shauri Moyo Kaloleni Ward,0.0
970,Railways Ward,0.0
971,Market Milimani Ward,0.0
972,Market Milimani Ward,0.0
973,Railways Ward,0.0
974,Market Milimani Ward,0.0
975,Migosi Ward,0.0
976,Market Milimani Ward,43.0
977,Railways Ward,0.0
978,Kondele Ward,0.0
979,Market Milimani Ward,0.0
980,Kondele Ward,234.0
981,Market Milimani Ward,193.0
982,Nyalenda B Ward,0.0
983,Kondele Ward,0.0
984,Railways Ward,0.0
985,Nyalenda B Ward,0.0
986,Market Milimani Ward,0.0
987,Railways Ward,68.0
988,Nyalenda B Ward,0.0
989,Railways Ward,0.0
990,Market Milimani Ward,105.0
991,Railways Ward,0.0
992,Railways Ward,0.0
993,Railways Ward,0.0
994,Shauri Moyo Kaloleni Ward,89.0
995,Kondele Ward,0.0
996,Market Milimani Ward,0.0
997,Market Milimani Ward,0.0
998,Market Milimani Ward,0.0
999,Market Milimani Ward,0.0
1000,Manyatta B Ward,0.0
1001,Manyatta B Ward,0.0
1002,Kolwa East Ward,0.0
1003,Kajulu Ward,0.0
1004,Kolwa East Ward,0.0
1005,Kolwa East Ward,0.0
1006,Kajulu Ward,0.0
1007,Kolwa Central Ward,0.0
1008,Kajulu Ward,0.0
1009,Kolwa East Ward,0.0
1010,Kajulu Ward,0.0
1011,Kolwa Central Ward,0.0
1012,Kajulu Ward,0.0
1013,Kajulu Ward,117.0
1014,Kolwa Central Ward,0.0
1015,Kolwa East Ward,0.0
1016,Nyalenda A Ward,0.0
1017,Manyatta B Ward,0.0
1018,Kolwa East Ward,0.0
1019,Kajulu Ward,0.0
1020,Manyatta B Ward,0.0
1021,Kolwa Central Ward,0.0
1022,Kolwa Central Ward,0.0
1023,Kolwa Central Ward,0.0
1024,Kolwa East Ward,0.0
1025,Kajulu Ward,0.0
1026,Kajulu Ward,0.0
1027,Kolwa East Ward,71.0
1028,Kajulu Ward,99.0
1029,Kolwa Central Ward,0.0
1030,Kolwa Central Ward,0.0
1031,Kolwa Central Ward,0.0
1032,Kajulu Ward,0.0
1033,Manyatta B Ward,0.0
1034,West Kisumu Ward,0.0
1035,Central Kisumu Ward,0.0
1036,Kisumu North Ward,0.0
1037,Kisumu North Ward,0.0
1038,Central Kisumu Ward,0.0
1039,North West Kisumu Ward,23.0
1040,Kisumu North Ward,0.0
1041,Kisumu North Ward,0.0
1042,Kisumu North Ward,0.0
1043,West Kisumu Ward,0.0
1044,West Kisumu Ward,0.0
1045,Central Kisumu Ward,0.0
1046,Central Kisumu Ward,0.0
1047,Central Kisumu Ward,0.0
1048,North West Kisumu Ward,0.0
1049,West Kisumu Ward,0.0
1050,West Kisumu Ward,0.0
1051,North West Kisumu Ward,33.0
1052,North West Kisumu Ward,113.0
1053,North West Kisumu Ward,0.0
1054,North West Kisumu Ward,0.0
1055,North West Kisumu Ward,0.0
1056,Kisumu North Ward,3.0
1057,South West Kisumu Ward,0.0
1058,South West Kisumu Ward,0.0
1059,West Kisumu Ward,0.0
1060,Central Kisumu Ward,148.0
1061,West Kisumu Ward,0.0
1062,South West Kisumu Ward,0.0
1063,North West Kisumu Ward,0.0
1064,Kisumu North Ward,0.0
1065,Central Kisumu Ward,242.0
1066,Central Kisumu Ward,0.0
1067,North West Kisumu Ward,0.0
1068,Central Kisumu Ward,0.0
1069,Mugumo-ini Ward,0.0
1070,Karen Ward,0.0
1071,South C Ward,0.0
1072,Karen Ward,0.0
1073,Nairobi West Ward,0.0
1074,Nairobi West Ward,0.0
1075,South C Ward,0.0
1076,Mugumo-ini Ward,0.0
1077,Karen Ward,0.0
1078,Karen Ward,0.0
1079,Karen Ward,0.0
1080,Karen Ward,0.0
1081,Mugumo-ini Ward,0.0
1082,Karen Ward,0.0
1083,Karen Ward,0.0
1084,Mugumo-ini Ward,0.0
1085,Karen Ward,0.0
1086,Nairobi West Ward,0.0
1087,Karen Ward,0.0
1088,Nairobi West Ward,0.0
1089,South C Ward,0.0
1090,South C Ward,0.0
1091,Karen Ward,0.0
1092,South C Ward,0.0
1093,Karen Ward,0.0
1094,Karen Ward,0.0
1095,Nyayo Highrise Ward,0.0
1096,Mugumo-ini Ward,0.0
1097,Mugumo-ini Ward,0.0
1098,Mugumo-ini Ward,0.0
1099,Mugumo-ini Ward,0.0
1100,Mugumo-ini Ward,0.0
1101,Mugumo-ini Ward,10.0
1102,Mugumo-ini Ward,0.0
1103,Nairobi West Ward,0.0
1104,Karen Ward,0.0
1105,Karen Ward,0.0
1106,Mugumo-ini Ward,0.0
1107,Nairobi West Ward,0.0
1108,Nyayo Highrise Ward,0.0
1109,Karen Ward,0.0
1110,South C Ward,0.0
1111,Nairobi West Ward,0.0
1112,Nairobi West Ward,0.0
1113,Nairobi West Ward,0.0
1114,South C Ward,0.0
1115,Nairobi West Ward,0.0
1116,Karen Ward,0.0
1117,Karen Ward,0.0
1118,South C Ward,0.0
1119,Nyayo Highrise Ward,0.0
1120,Karen Ward,0.0
1121,Nyayo Highrise Ward,0.0
1122,Karen Ward,0.0
1123,Nairobi West Ward,0.0
1124,Karen Ward,0.0
1125,Mugumo-ini Ward,0.0
1126,Nairobi West Ward,0.0
1127,South C Ward,0.0
1128,Nairobi West Ward,0.0
1129,Mugumo-ini Ward,0.0
1130,Nyayo Highrise Ward,0.0
1131,Nyayo Highrise Ward,0.0
1132,South C Ward,0.0
1133,South C Ward,0.0
1134,South C Ward,0.0
1135,Mugumo-ini Ward,0.0
1136,Mugumo-ini Ward,0.0
1137,Karen Ward,0.0
1138,Mugumo-ini Ward,0.0
1139,Karen Ward,0.0
1140,Nairobi West Ward,0.0
1141,Karen Ward,0.0
1142,Nairobi West Ward,0.0
1143,Nairobi West Ward,0.0
1144,Karen Ward,0.0
1145,Mugumo-ini Ward,0.0
1146,Karen Ward,0.0
1147,Karen Ward,0.0
1148,Mugumo-ini Ward,0.0
1149,South C Ward,0.0
1150,Nairobi West Ward,0.0
1151,Karen Ward,0.0
1152,Mugumo-ini Ward,0.0
1153,Nyayo Highrise Ward,0.0
1154,South C Ward,0.0
1155,Timbwani Ward,0.0
1156,Bofu Ward,0.0
1157,Timbwani Ward,0.0
1158,Timbwani Ward,22.0
1159,Shika Adabu Ward,0.0
1160,Timbwani Ward,0.0
1161,Timbwani Ward,0.0
1162,Timbwani Ward,0.0
1163,Timbwani Ward,0.0
1164,Timbwani Ward,0.0
1165,Timbwani Ward,0.0
1166,Bofu Ward,0.0
1167,Bofu Ward,0.0
1168,Bofu Ward,0.0
1169,Timbwani Ward,0.0
1170,Shika Adabu Ward,0.0
1171,Mtongwe Ward,0.0
1172,Timbwani Ward,0.0
1173,Timbwani Ward,0.0
1174,Timbwani Ward,0.0
1175,Timbwani Ward,49.0
1176,Likoni Ward,0.0
1177,Timbwani Ward,0.0
1178,Timbwani Ward,0.0
1179,Mtongwe Ward,0.0
1180,Mtongwe Ward,0.0
1181,Mtongwe Ward,0.0
1182,Bofu Ward,0.0
1183,Timbwani Ward,480.0
1184,Mtongwe Ward,0.0
1185,Timbwani Ward,0.0
1186,Mtongwe Ward,0.0
1187,Timbwani Ward,0.0
1188,Mtongwe Ward,0.0
1189,Timbwani Ward,0.0
1190,Timbwani Ward,0.0
1191,Timbwani Ward,0.0
1192,Likoni Ward,0.0
1193,Timbwani Ward,0.0
1194,Bofu Ward,0.0
1195,Shika Adabu Ward,0.0
1196,Timbwani Ward,0.0
1197,Timbwani Ward,0.0
1198,Shika Adabu Ward,0.0
1199,Bofu Ward,0.0
1200,Timbwani Ward,0.0
1201,Timbwani Ward,0.0
1202,Mtongwe Ward,0.0
1203,Shika Adabu Ward,0.0
1204,Timbwani Ward,0.0
1205,Shika Adabu Ward,0.0
1206,Timbwani Ward,0.0
1207,Timbwani Ward,0.0
1208,Turkwel Ward,0.0
1209,Turkwel Ward,0.0
1210,Turkwel Ward,0.0
1211,Turkwel Ward,0.0
1212,Turkwel Ward,0.0
1213,Kotaruk/Lobei Ward,0.0
1214,Kotaruk/Lobei Ward,0.0
1215,Lokiriama/Lorengippi Ward,0.0
1216,Loima Ward,0.0
1217,Loima Ward,0.0
1218,Loima Ward,0.0
1219,Kotaruk/Lobei Ward,0.0
1220,Lokiriama/Lorengippi Ward,0.0
1221,Loima Ward,0.0
1222,Turkwel Ward,0.0
1223,Lokiriama/Lorengippi Ward,0.0
1224,Turkwel Ward,0.0
1225,Turkwel Ward,42.0
1226,Turkwel Ward,0.0
1227,Turkwel Ward,0.0
1228,Turkwel Ward,0.0
1229,Turkwel Ward,0.0
1230,Loima Ward,0.0
1231,Turkwel Ward,0.0
1232,Loima Ward,0.0
1233,Turkwel Ward,0.0
1234,Turkwel Ward,0.0
1235,Turkwel Ward,0.0
1236,Turkwel Ward,0.0
1237,Kotaruk/Lobei Ward,0.0
1238,Kotaruk/Lobei Ward,0.0
1239,Turkwel Ward,0.0
1240,Turkwel Ward,0.0
1241,Lokiriama/Lorengippi Ward,0.0
1242,Machakos Central Ward,0.0
1243,Machakos Central Ward,0.0
1244,Machakos Central Ward,0.0
1245,Muvuti/Kiima-kimwe Ward,0.0
1246,Machakos Central Ward,0.0
1247,Machakos Central Ward,599.0
1248,Machakos Central Ward,0.0
1249,Machakos Central Ward,120.0
1250,Machakos Central Ward,0.0
1251,Machakos Central Ward,0.0
1252,Mua Ward,0.0
1253,Mutituni Ward,0.0
1254,Mumbuni North Ward,0.0
1255,Machakos Central Ward,0.0
1256,Machakos Central Ward,0.0
1257,Muvuti/Kiima-kimwe Ward,1.0
1258,Muvuti/Kiima-kimwe Ward,0.0
1259,Muvuti/Kiima-kimwe Ward,0.0
1260,Mutituni Ward,0.0
1261,Machakos Central Ward,0.0
1262,Mutituni Ward,0.0
1263,Mua Ward,0.0
1264,Muvuti/Kiima-kimwe Ward,0.0
1265,Mua Ward,0.0
1266,Mumbuni North Ward,0.0
1267,Mua Ward,0.0
1268,Machakos Central Ward,0.0
1269,Machakos Central Ward,0.0
1270,Machakos Central Ward,0.0
1271,Machakos Central Ward,0.0
1272,Machakos Central Ward,0.0
1273,Muvuti/Kiima-kimwe Ward,0.0
1274,Machakos Central Ward,1774.0
1275,Machakos Central Ward,0.0
1276,Machakos Central Ward,0.0
1277,Muvuti/Kiima-kimwe Ward,0.0
1278,Mua Ward,0.0
1279,Machakos Central Ward,0.0
1280,Mua Ward,0.0
1281,Mua Ward,0.0
1282,Mumbuni North Ward,0.0
1283,Mutituni Ward,0.0
1284,Mutituni Ward,0.0
1285,Muvuti/Kiima-kimwe Ward,0.0
1286,Mumbuni North Ward,0.0
1287,Mumbuni North Ward,0.0
1288,Machakos Central Ward,0.0
1289,Mutituni Ward,0.0
1290,Machakos Central Ward,0.0
1291,Mumbuni North Ward,0.0
1292,Machakos Central Ward,0.0
1293,Machakos Central Ward,425.0
1294,Mumbuni North Ward,0.0
1295,Machakos Central Ward,0.0
1296,Machakos Central Ward,94.0
1297,Muvuti/Kiima-kimwe Ward,0.0
1298,Muvuti/Kiima-kimwe Ward,0.0
1299,Muvuti/Kiima-kimwe Ward,0.0
1300,Harambee Ward,0.0
1301,Viwandani Ward,0.0
1302,Harambee Ward,0.0
1303,Harambee Ward,0.0
1304,Maringo/Hamza Ward,0.0
1305,Maringo/Hamza Ward,0.0
1306,Makongeni Ward,0.0
1307,Viwandani Ward,0.0
1308,Harambee Ward,0.0
1309,Viwandani Ward,0.0
1310,Harambee Ward,0.0
1311,Maringo/Hamza Ward,0.0
1312,Harambee Ward,0.0
1313,Viwandani Ward,0.0
1314,Maringo/Hamza Ward,0.0
1315,Maringo/Hamza Ward,0.0
1316,Maringo/Hamza Ward,0.0
1317,Maringo/Hamza Ward,0.0
1318,Maringo/Hamza Ward,0.0
1319,Maringo/Hamza Ward,0.0
1320,Maringo/Hamza Ward,0.0
1321,Harambee Ward,0.0
1322,Maringo/Hamza Ward,0.0
1323,Harambee Ward,0.0
1324,Harambee Ward,0.0
1325,Maringo/Hamza Ward,0.0
1326,Maringo/Hamza Ward,0.0
1327,Makongeni Ward,0.0
1328,Makongeni Ward,0.0
1329,Viwandani Ward,0.0
1330,Maringo/Hamza Ward,0.0
1331,Viwandani Ward,0.0
1332,Maringo/Hamza Ward,0.0
1333,Maringo/Hamza Ward,0.0
1334,Maringo/Hamza Ward,0.0
1335,Makongeni Ward,0.0
1336,Maringo/Hamza Ward,0.0
1337,Maringo/Hamza Ward,73.0
1338,Makongeni Ward,0.0
1339,Viwandani Ward,0.0
1340,Harambee Ward,0.0
1341,Harambee Ward,0.0
1342,Harambee Ward,0.0
1343,Maringo/Hamza Ward,0.0
1344,Harambee Ward,0.0
1345,Maringo/Hamza Ward,0.0
1346,Maringo/Hamza Ward,0.0
1347,Viwandani Ward,0.0
1348,Viwandani Ward,0.0
1349,Viwandani Ward,0.0
1350,Viwandani Ward,0.0
1351,Maringo/Hamza Ward,0.0
1352,Harambee Ward,0.0
1353,Harambee Ward,0.0
1354,Ekalakala Ward,0.0
1355,Ndithini Ward,0.0
1356,Ekalakala Ward,0.0
1357,Ekalakala Ward,0.0
1358,Kivaa Ward,0.0
1359,Masinga Central Ward,0.0
1360,Ekalakala Ward,0.0
1361,Ekalakala Ward,0.0
1362,Kivaa Ward,0.0
1363,Kivaa Ward,0.0
1364,Kivaa Ward,0.0
1365,Ekalakala Ward,0.0
1366,Ekalakala Ward,0.0
1367,Masinga Central Ward,0.0
1368,Masinga Central Ward,0.0
1369,Kivaa Ward,0.0
1370,Muthesya Ward,0.0
1371,Masinga Central Ward,0.0
1372,Masinga Central Ward,0.0
1373,Ndithini Ward,0.0
1374,Muthesya Ward,0.0
1375,Masinga Central Ward,0.0
1376,Kivaa Ward,0.0
1377,Masinga Central Ward,0.0
1378,Kivaa Ward,0.0
1379,Kivaa Ward,0.0
1380,Kivaa Ward,0.0
1381,Ekalakala Ward,0.0
1382,Kivaa Ward,0.0
1383,Ndithini Ward,0.0
1384,Masinga Central Ward,0.0
1385,Masinga Central Ward,0.0
1386,Muthesya Ward,0.0
1387,Masinga Central Ward,0.0
1388,Masinga Central Ward,0.0
1389,Masinga Central Ward,0.0
1390,Muthesya Ward,0.0
1391,Ndithini Ward,0.0
1392,Kivaa Ward,0.0
1393,Ndithini Ward,0.0
1394,Masinga Central Ward,0.0
1395,Ekalakala Ward,0.0
1396,Masinga Central Ward,0.0
1397,Kivaa Ward,0.0
1398,Kivaa Ward,0.0
1399,Ekalakala Ward,0.0
1400,Ngei Ward,0.0
1401,Mabatini Ward,0.0
1402,Mabatini Ward,0.0
1403,Mlango Kubwa Ward,0.0
1404,Huruma Ward,0.0
1405,Ngei Ward,0.0
1406,Huruma Ward,0.0
1407,Kiamaiko Ward,0.0
1408,Huruma Ward,0.0
1409,Huruma Ward,0.0
1410,Kiamaiko Ward,0.0
1411,Hospital Ward,0.0
1412,Mabatini Ward,0.0
1413,Hospital Ward,0.0
1414,Hospital Ward,0.0
1415,Huruma Ward,0.0
1416,Hospital Ward,0.0
1417,Kiamaiko Ward,0.0
1418,Hospital Ward,0.0
1419,Ngei Ward,0.0
1420,Ngei Ward,0.0
1421,Matungulu East Ward,0.0
1422,Matungulu West Ward,0.0
1423,Matungulu West Ward,0.0
1424,Tala Ward,0.0
1425,Tala Ward,0.0
1426,Matungulu North Ward,0.0
1427,Matungulu North Ward,3.0
1428,Tala Ward,0.0
1429,Tala Ward,0.0
1430,Tala Ward,0.0
1431,Matungulu West Ward,0.0
1432,Tala Ward,0.0
1433,Matungulu West Ward,0.0
1434,Matungulu West Ward,0.0
1435,Matungulu West Ward,0.0
1436,Matungulu East Ward,0.0
1437,Matungulu East Ward,0.0
1438,Matungulu North Ward,0.0
1439,Kyeleni Ward,0.0
1440,Matungulu North Ward,0.0
1441,Matungulu West Ward,0.0
1442,Matungulu West Ward,0.0
1443,Matungulu North Ward,0.0
1444,Matungulu North Ward,0.0
1445,Matungulu West Ward,0.0
1446,Matungulu West Ward,0.0
1447,Matungulu North Ward,0.0
1448,Matungulu North Ward,0.0
1449,Tala Ward,0.0
1450,Matungulu North Ward,0.0
1451,Tala Ward,0.0
1452,Kyeleni Ward,0.0
1453,Matungulu West Ward,2.0
1454,Matungulu West Ward,0.0
1455,Tala Ward,0.0
1456,Matungulu East Ward,0.0
1457,Tala Ward,0.0
1458,Matungulu East Ward,0.0
1459,Matungulu West Ward,0.0
1460,Matungulu West Ward,0.0
1461,Matungulu East Ward,0.0
1462,Matungulu West Ward,0.0
1463,Matungulu West Ward,0.0
1464,Tala Ward,0.0
1465,Tala Ward,0.0
1466,Tala Ward,0.0
1467,Tala Ward,0.0
1468,Tala Ward,0.0
1469,Tala Ward,0.0
1470,Tala Ward,0.0
1471,Tala Ward,0.0
1472,Matungulu West Ward,0.0
1473,Tala Ward,0.0
1474,Tala Ward,0.0
1475,Matungulu North Ward,0.0
1476,Kyeleni Ward,0.0
1477,Muhoroni Koru Ward,0.0
1478,Masogo/Nyang'oma Ward,0.0
1479,Chemelil Ward,0.0
1480,Muhoroni Koru Ward,0.0
1481,Masogo/Nyang'oma Ward,0.0
1482,Muhoroni Koru Ward,0.0
1483,Miwani Ward,0.0
1484,Chemelil Ward,0.0
1485,Muhoroni Koru Ward,0.0
1486,Muhoroni Koru Ward,0.0
1487,Chemelil Ward,0.0
1488,Ombeyi Ward,0.0
1489,Chemelil Ward,0.0
1490,Masogo/Nyang'oma Ward,0.0
1491,Masogo/Nyang'oma Ward,0.0
1492,Masogo/Nyang'oma Ward,0.0
1493,Masogo/Nyang'oma Ward,0.0
1494,Miwani Ward,0.0
1495,Muhoroni Koru Ward,0.0
1496,Muhoroni Koru Ward,68.0
1497,Muhoroni Koru Ward,0.0
1498,Miwani Ward,0.0
1499,Masogo/Nyang'oma Ward,0.0
1500,Masogo/Nyang'oma Ward,0.0
1501,Chemelil Ward,0.0
1502,Ombeyi Ward,0.0
1503,Chemelil Ward,0.0
1504,Ombeyi Ward,0.0
1505,Muhoroni Koru Ward,0.0
1506,Ombeyi Ward,0.0
1507,Muhoroni Koru Ward,0.0
1508,Chemelil Ward,0.0
1509,Masogo/Nyang'oma Ward,0.0
1510,Chemelil Ward,0.0
1511,Shimanzi/Ganjoni Ward,0.0
1512,Tudor Ward,0.0
1513,Shimanzi/Ganjoni Ward,0.0
1514,Majengo Ward,0.0
1515,Tononoka Ward,25.0
1516,Tononoka Ward,24.0
1517,Majengo Ward,0.0
1518,Mji Wa Kale/Makadara Ward,0.0
1519,Tononoka Ward,0.0
1520,Tudor Ward,0.0
1521,Mji Wa Kale/Makadara Ward,0.0
1522,Shimanzi/Ganjoni Ward,0.0
1523,Tudor Ward,0.0
1524,Majengo Ward,0.0
1525,Majengo Ward,0.0
1526,Mji Wa Kale/Makadara Ward,0.0
1527,Mji Wa Kale/Makadara Ward,0.0
1528,Mji Wa Kale/Makadara Ward,0.0
1529,Majengo Ward,0.0
1530,Tononoka Ward,0.0
1531,Tononoka Ward,0.0
1532,Shimanzi/Ganjoni Ward,0.0
1533,Tononoka Ward,0.0
1534,Tudor Ward,0.0
1535,Tononoka Ward,0.0
1536,Tononoka Ward,0.0
1537,Shimanzi/Ganjoni Ward,0.0
1538,Shimanzi/Ganjoni Ward,0.0
1539,Shimanzi/Ganjoni Ward,0.0
1540,Majengo Ward,0.0
1541,Shimanzi/Ganjoni Ward,0.0
1542,Shimanzi/Ganjoni Ward,0.0
1543,Mji Wa Kale/Makadara Ward,0.0
1544,Shimanzi/Ganjoni Ward,0.0
1545,Majengo Ward,0.0
1546,Mji Wa Kale/Makadara Ward,0.0
1547,Shimanzi/Ganjoni Ward,277.0
1548,Shimanzi/Ganjoni Ward,0.0
1549,Mji Wa Kale/Makadara Ward,0.0
1550,Mji Wa Kale/Makadara Ward,0.0
1551,Shimanzi/Ganjoni Ward,0.0
1552,Mji Wa Kale/Makadara Ward,0.0
1553,Mji Wa Kale/Makadara Ward,0.0
1554,Shimanzi/Ganjoni Ward,0.0
1555,Tononoka Ward,0.0
1556,Tononoka Ward,0.0
1557,Mji Wa Kale/Makadara Ward,0.0
1558,Mji Wa Kale/Makadara Ward,0.0
1559,Mji Wa Kale/Makadara Ward,0.0
1560,Mji Wa Kale/Makadara Ward,0.0
1561,Tononoka Ward,0.0
1562,Majengo Ward,0.0
1563,Shimanzi/Ganjoni Ward,0.0
1564,Shimanzi/Ganjoni Ward,0.0
1565,Tudor Ward,0.0
1566,Tudor Ward,0.0
1567,Tudor Ward,0.0
1568,Shimanzi/Ganjoni Ward,0.0
1569,Tononoka Ward,0.0
1570,Shimanzi/Ganjoni Ward,0.0
1571,Shimanzi/Ganjoni Ward,0.0
1572,Shimanzi/Ganjoni Ward,0.0
1573,Majengo Ward,0.0
1574,Tononoka Ward,0.0
1575,Shimanzi/Ganjoni Ward,0.0
1576,Majengo Ward,254.0
1577,Shimanzi/Ganjoni Ward,0.0
1578,Mji Wa Kale/Makadara Ward,379.0
1579,Mji Wa Kale/Makadara Ward,0.0
1580,Majengo Ward,0.0
1581,Majengo Ward,0.0
1582,Shimanzi/Ganjoni Ward,25.0
1583,Shimanzi/Ganjoni Ward,0.0
1584,Mji Wa Kale/Makadara Ward,0.0
1585,Mji Wa Kale/Makadara Ward,0.0
1586,Shimanzi/Ganjoni Ward,90.0
1587,Shimanzi/Ganjoni Ward,0.0
1588,Shimanzi/Ganjoni Ward,0.0
1589,Mji Wa Kale/Makadara Ward,0.0
1590,Tononoka Ward,0.0
1591,Majengo Ward,0.0
1592,Tononoka Ward,15.0
1593,Tononoka Ward,0.0
1594,Shimanzi/Ganjoni Ward,10.0
1595,Mji Wa Kale/Makadara Ward,0.0
1596,Shimanzi/Ganjoni Ward,0.0
1597,Tudor Ward,0.0
1598,Tononoka Ward,0.0
1599,Mji Wa Kale/Makadara Ward,0.0
1600,Shimanzi/Ganjoni Ward,0.0
1601,Tudor Ward,0.0
1602,Tononoka Ward,0.0
1603,Tononoka Ward,0.0
1604,Tononoka Ward,0.0
1605,Tudor Ward,7.0
1606,Tudor Ward,0.0
1607,Shimanzi/Ganjoni Ward,0.0
1608,Mbiuni Ward,0.0
1609,Masii Ward,0.0
1610,Kibauni Ward,0.0
1611,Wamunyu Ward,0.0
1612,Mbiuni Ward,0.0
1613,Wamunyu Ward,0.0
1614,Kibauni Ward,0.0
1615,Muthetheni Ward,0.0
1616,Mbiuni Ward,0.0
1617,Kibauni Ward,0.0
1618,Masii Ward,0.0
1619,Wamunyu Ward,0.0
1620,Mbiuni Ward,0.0
1621,Wamunyu Ward,0.0
1622,Muthetheni Ward,0.0
1623,Makutano/Mwala Ward,0.0
1624,Makutano/Mwala Ward,0.0
1625,Masii Ward,0.0
1626,Masii Ward,0.0
1627,Masii Ward,0.0
1628,Makutano/Mwala Ward,0.0
1629,Makutano/Mwala Ward,0.0
1630,Mbiuni Ward,0.0
1631,Mbiuni Ward,0.0
1632,Muthetheni Ward,0.0
1633,Makutano/Mwala Ward,0.0
1634,Makutano/Mwala Ward,0.0
1635,Muthetheni Ward,0.0
1636,Muthetheni Ward,0.0
1637,Masii Ward,0.0
1638,Makutano/Mwala Ward,83.0
1639,Makutano/Mwala Ward,0.0
1640,Makutano/Mwala Ward,0.0
1641,Kibauni Ward,0.0
1642,Wamunyu Ward,0.0
1643,Kibauni Ward,0.0
1644,Mbiuni Ward,0.0
1645,Wamunyu Ward,0.0
1646,Mbiuni Ward,0.0
1647,Mbiuni Ward,0.0
1648,Masii Ward,0.0
1649,Makutano/Mwala Ward,0.0
1650,Mbiuni Ward,0.0
1651,Makutano/Mwala Ward,0.0
1652,Wamunyu Ward,0.0
1653,Kibauni Ward,0.0
1654,Masii Ward,0.0
1655,Mbiuni Ward,0.0
1656,Mbiuni Ward,0.0
1657,Masii Ward,0.0
1658,Wamunyu Ward,0.0
1659,Wamunyu Ward,0.0
1660,Wamunyu Ward,0.0
1661,West Nyakach Ward,0.0
1662,South East Nyakach Ward,0.0
1663,Central Nyakach Ward,0.0
1664,North Nyakach Ward,0.0
1665,South West Nyakach Ward,0.0
1666,North Nyakach Ward,0.0
1667,North Nyakach Ward,0.0
1668,North Nyakach Ward,0.0
1669,West Nyakach Ward,0.0
1670,North Nyakach Ward,0.0
1671,West Nyakach Ward,0.0
1672,North Nyakach Ward,0.0
1673,Central Nyakach Ward,0.0
1674,South East Nyakach Ward,233.0
1675,South East Nyakach Ward,0.0
1676,South West Nyakach Ward,0.0
1677,Central Nyakach Ward,161.0
1678,South West Nyakach Ward,0.0
1679,South West Nyakach Ward,0.0
1680,North Nyakach Ward,0.0
1681,Central Nyakach Ward,0.0
1682,South East Nyakach Ward,0.0
